758,"E-mail her at mmccartycoxohio.com A Ply Gem Industries Inc. shareholder is suing Furman Selz Inc. for $ 100 million , claiming it was negligent in recommending Nortek Inc. 's takeover offer as fair to shareholders .",A Ply Gem Industries Inc. shareholder,is suing Furman Selz Inc. for,$ 100 million
759,"Following are excerpts from an interview with Sen. Richard C. Shelby , the Alabama Republican who is the ranking minority member of the Intelligence Committee : `` Maybe God just had a plan for me and wanted me to be around for a little while longer , '' said Johnson , who has a wife , Cookie , and three children .",Johnson,has,three children
760,"Only about one in five private-sector employees still receives that kind of deal , experts say .",Only about one in five private-sector employees,receives,that kind of deal
761,Mar 'ie said the government will also `` encourage '' the merger of insolvent banks with solvent ones .,the government,will encourage,the merger of insolvent banks
762,"Some city tests of the water have indeed found small traces of crude oil , and during the trial this summer , Jeff Davis , who supervised a water-pipe replacement in the early 1990s , testified : `` Ooze was coming out of the side next to the water line , and there were pools of oil at the bottom .",Ooze,was coming of,the side
763,"For their part , investors kept selling off stocks in trading and deregulated power companies , spurred Monday by negative news for El Paso Corp. Better yet , Miller and Roy Oswalt have won 19 straight decisions , and since July 1 , they 're a combined 21-1 with a 2.41 ERA.",Miller,have won,19 straight decisions
764,"Also , on a recent afternoon , the waves were so small and punchless that they could n't even provide sufficient lift for a 165-pound bodysurfer .",they,could n't even provide lift for,a 165-pound bodysurfer
765,They add barbecue sauces developed with Texas taste panels for the chopped and sliced versions .,They,add,barbecue sauces
766,"For historians , this euphoria rang a bell of memory .",this euphoria,rang,a bell of memory
767,"Bullion rose as the U.S. dollar fell against the yen and the German mark , making it cheaper for investors using other major currencies to buy the precious metal , analysts said .",it,cheaper for,investors
768,Sprint Corp. 's recent disclosure that it expects a net loss in wireless customers this quarter helped send the company 's PCS tracking stock below $ 2 on Wednesday for the first time .,it,expects net loss in,wireless customers
769,"Last week , the Jets used some new alignments , including one in which John Abraham and Shaun Ellis lined up on one side and Mo Lewis rushed from the other .",Shaun Ellis,lined up on,one side
770,The governor 's campaign aides offered a quick retort .,The governor 's campaign aides,offered,a quick retort
771,"If you have questions , please call Susie McBee or Tim Spence at 202-298-6920 .",you,please call,Susie McBee
772,"A physician 's diet , exercise , The brewer said the improvement in trading performance was due to increased volumes led by canned Draught Guinness , an 11 percent increase in productivity per employee and returns on a 10 percent increase in marketing investment to 107 million pounds .",the improvement,was to,increased volumes
773,"Ruiz hopes Lewis 's decision will give light heavyweight champion Roy Jones Jr. the impetus to take on Ruiz Dec. 7 on HBO , the idea being that the winner would fight the winner of the WBA title next spring .",the idea,being that,the winner
774,"Just weeks after the victory over United Parcel Service of America Inc. , a federal overseer was entangled in a fund-raising scandal among Carey aides and resigned , leaving in doubt Carey 's eligibility to run in a new election -- as well as its timetable .",Just weeks,leaving,Carey 's eligibility
775,Those close to the company say Tigrett lost support on the board last year when the company took a big hit in the wake of a $ 15 million extravaganza at last year 's Summer Olympics .,Tigrett,lost support on,the board
776,"Television pictures showed police officers climbing over the roof and entering the offices of two related companies , Tatari Design and Tatex Trading G.m.b.H. , in Fitzbek , a village 35 miles from Hamburg .",Television pictures,showed officers climbing over,the roof
777,"That 's a lot of maybes in a sport where the right thing seldom happens , but with a shot at Mike Tyson having disappeared because of the sleight of hand of promoter Don King , Ruiz now knows he must turn in another direction if he wants the multimillion-dollar payday he 's been seeking for two years .",That,'s,a lot of maybes
778,"The test results have just been compiled , said Mills , who added that he wants as much public input and discussion on the new tests as possible .",Mills,wants,as much public input and discussion
